0130	[0.005403603992919353, 0.005955365501456093, 0.0053165030806996945, 0.12359852732185783, 0.008544568110427156, 0.02730666411092163, 0.06162487972576993, 0.031798066113110195, 0.052172949327818734, 0.017930349694141732, 0.02026722778596374, 0.0387992585977845, 0.07519907976832294, 0.0498620051478824, 0.01695053191535447, 0.015670988481545644, 0.010344478942099026, 0.0718879449481841, 0.05383118304184263, 0.021886291491626922, 0.004340170280621032, 0.01730244249565851, 0.00839019427225726, 0.03905676211970246, 0.015502668828077878, 0.09110152215840614, 0.03353408421271963, 0.002609840199475297, 0.06004697203810614, 0.013764876295246847]
0131	[0.012368950325970279, 0.05036760195029089, 0.03536388526049972, 0.011458537740962017, 0.052920348731035224, 0.09088567096751292, 0.01855640389734399, 0.005735384955053933, 0.032546081443189136, 0.022267307861414527, 0.015899275104784057, 0.10332140337744194, 0.034835939543570116, 0.017070559341081003, 0.06079184186944002, 0.010464947251945996, 0.07420020485339615, 0.01746537153602977, 0.02029163024373351, 0.0062027598288643265, 0.04514217222365097, 0.02229005237299646, 0.034719437966000605, 0.053607937808800056, 0.0675246817286193, 0.007025328662871257, 0.0005254672294811758, 0.013221776134522521, 0.011537673474635688, 0.051391366314862255]
0132	[0.015340909960114418, 0.04753577005534769, 0.059522242167239746, 0.028959101085147383, 0.002978791953463835, 0.01648689634542356, 0.016788350137833818, 0.08273589559800174, 0.014178616073489636, 0.010152515250838734, 0.1844135281258916, 0.04263505825847112, 0.03864597696189522, 0.009312913230470605, 0.034953222063069014, 0.033489494102729056, 0.021269462212965037, 0.013519102437045674, 0.04884102619731773, 0.09597128861443215, 0.01512648604439069, 0.020435107367141988, 0.022744885139760158, 0.003248508995868571, 0.03432874787266301, 0.04877682004686549, 0.0023819198429505706, 0.03385985255798251, 0.00025564329818246484, 0.0011118680030064911]
0133	[0.0005477437826589604, 0.0017012870732089776, 0.026925594039719683, 0.06969434702882217, 0.00016233114261549986, 0.032877600315485124, 0.00859803121772283, 0.005817337170460167, 0.006529391776937029, 0.001787415835216777, 0.004820098664086155, 0.054720314462127245, 0.04554491410083126, 0.06229215583542674, 0.05500006730222433, 0.03863050003435171, 0.022983564801992696, 0.030767921221577454, 0.08044599228470799, 0.04071575148552368, 0.0891945475673337, 0.006100603953398445, 0.04467494598362028, 0.046513428109597535, 0.06857225814426612, 0.0635606855172704, 0.017092939123023468, 0.03223128151830627, 0.03971315600189843, 0.0017837945055891244]
0231	[0.004843990530821541, 0.0798813409398359, 0.07328892893153682, 0.00903384489894667, 0.01733691758090621, 0.005275067787356676, 0.018818016946952214, 0.023671118457696948, 0.01999932074921408, 0.015170637589840873, 0.007888575605932077, 0.0034388526634571885, 0.0396750680457929, 0.07587475268071976, 0.0892514513730672, 0.08283580559435087, 0.02518401391912492, 0.08647514120645729, 0.004834844156861606, 0.0063426754582305775, 0.0002791369372179593, 0.02690426268640395, 0.001363617060980108, 0.008215086264993841, 0.046961902808318114, 0.04438675493085987, 0.00048743649721076323, 0.05782734971265007, 0.12042552906786677, 0.004028558916396155]
0230	[0.009951633300534739, 0.1133558261060096, 0.02251625780778923, 0.01734300439726775, 0.026040830935548643, 0.004253145671365463, 0.01727855435557805, 0.06811785659638502, 0.00444643718633159, 0.019838631023883457, 0.027201385448015404, 0.0011508087489818626, 0.10941678345880189, 0.003957544469616302, 0.0679752637545752, 0.0066870459954924315, 0.007256219008214534, 0.020380184929626684, 0.03837933132125437, 0.06516977250285225, 0.027455453272124748, 0.06916714463005996, 0.020438836259986444, 0.02669984162026969, 0.054819141839489396, 0.0622252913687293, 0.01868948840682678, 0.002960233401520202, 0.05931374711462251, 0.007514305068246653]
0031	[0.022435582965357803, 0.008187528784946918, 0.03738968782885699, 0.050926569864112044, 0.014655741451346412, 0.040427366564347735, 0.010173198646017446, 0.06010240904270852, 0.007117910594445237, 0.02096071373787821, 0.026554026017882325, 0.08910383858923375, 0.04320921060262286, 0.06114152896154373, 0.051103829154582656, 0.003449831010774387, 0.0004514412964940618, 0.04004137333123593, 0.10265136989742495, 0.0057440511111321035, 0.020870202176927588, 0.01934679710497643, 0.04919395058009073, 0.034471557154377906, 0.06729998834968454, 0.034319765357514284, 0.013279713101373776, 0.007355687199119258, 0.04722462863981435, 0.010810500883176755]
0030	[0.054513812382015754, 0.12308660539866273, 0.025701450293872777, 0.05864291958381819, 0.08410621072265648, 0.0025743721425430634, 0.03014167457152817, 0.016668346616745596, 0.012089430563142881, 0.03660233730436105, 0.06309819621883755, 0.12134134653706675, 0.06103499951973527, 0.027302420794285368, 0.003445254827187472, 0.009782256814763439, 0.014230362377029982, 0.0030656749482099238, 0.013381914969940702, 0.02667387921338655, 0.02630662288306041, 0.03778825455693808, 0.010310856256463304, 0.016264749555362428, 0.015185342211042138, 0.01627452679507209, 0.003596784927736168, 0.014785650153297416, 0.012011566728495173, 0.059992180132742816]
0540	[0.09257888919973907, 0.019002923006361874, 0.019433448224558576, 0.02509325307131154, 0.12696168306767416, 0.012533549908575418, 0.034102678705172335, 0.011664792154265417, 0.028082587975728934, 0.002677416360269795, 0.004579269907976687, 0.0040727416100278715, 0.0129969466900093, 0.003784398440313426, 0.104558418749714, 0.013040795201256571, 0.057752506642683596, 0.0031074585382302217, 0.019603034857612472, 0.07954473015568676, 0.0020299230247947148, 0.01768994087428033, 0.0074322178995945, 0.006697278035646847, 0.006577604029723326, 0.031667057314566226, 0.05619342126382762, 0.06771750187345114, 0.06480879653401982, 0.06401473668292747]
0420	[0.06494388325406632, 0.024196212378764917, 0.04778839494693753, 0.04770649278137642, 0.0029490188423804773, 0.0067087157700946465, 0.009654028960047236, 0.03409047038417241, 0.09275398118501813, 0.00983509107220682, 0.010348333880536438, 7.609207886514586e-05, 0.016140499714167998, 0.01036760478869235, 0.011074713316442653, 0.0169098898468417, 0.027315141957711862, 8.209294254297197e-05, 0.02020588403724849, 0.08790210042163037, 0.01338973194034255, 0.01989812648101033, 0.021812024076061424, 0.0862729038045448, 0.039646167673999665, 0.048409989539659956, 0.07134737678958428, 0.011090768287952711, 0.09424102928098237, 0.0528432395661171]
0141	[0.025114139838974796, 0.05245841788081895, 0.011694713199491285, 0.0024338321966160476, 0.009933328687896294, 0.07434972059751534, 0.008088145440310198, 0.007086697392182133, 0.03477443290543109, 0.029432127499823355, 0.007264686563298268, 0.014133965919040673, 0.01575167470260057, 0.0630225805617549, 0.011079579718471597, 0.02492596983162737, 0.06512710206729878, 0.03316049803934003, 0.004095464172984458, 0.06491191365479054, 0.02787821252250006, 0.014754823062569825, 0.03511211156305335, 0.002849061439433234, 0.025657365391530546, 0.11020460749526251, 0.003731061136093521, 0.015719794890594257, 0.06934786100704743, 0.13590611062164837]
